,ID,Radius,Diameter,geometry,score_distance,score_landuse,score_tanksize,score_floods,Even_Weighting_Final,Distance_Priority_Final,Flood_Zones_Priority_Final,Tank_Size_Priority_Final,Land_Use_Priority_Final,even_rank,distance_rank,flood_rank,tank_rank,landuse_rank,Mean_Score,mean_rank
187,668,3.932237229,7.864474458,"POLYGON ((375600.9181523911 166871.09306618996, 375600.899217594 166870.7076395417, 375600.84259555535 166870.32592476276, 375600.7488315762 166869.95159797513, 375600.61882865493 166869.58826415037, 375600.4538387908 166869.2394223919, 375600.2554509264 166868.9084322365, 375600.02557564527 166868.5984813003, 375599.766426772 166868.31255458028, 375599.480500052 166868.05340570703, 375599.1705491158 166867.82353042587, 375598.8395589604 166867.62514256145, 375598.4907172019 166867.4601526973, 375598.12738337717 166867.33014977607, 375597.7530565895 166867.23638579692, 375597.37134181056 166867.17976375823, 375596.9859151623 166867.16082896118, 375596.60048851406 166867.17976375823, 375596.2187737351 166867.23638579692, 375595.84444694745 166867.33014977607, 375595.4811131227 166867.4601526973, 375595.1322713642 166867.62514256145, 375594.8012812088 166867.82353042587, 375594.49133027263 166868.05340570703, 375594.2054035526 166868.31255458028, 375593.94625467935 166868.5984813003, 375593.71637939825 166868.9084322365, 375593.5179915338 166869.2394223919, 375593.3530016697 166869.58826415037, 375593.2229987484 166869.95159797513, 375593.12923476927 166870.32592476276, 375593.0726127306 166870.7076395417, 375593.0536779335 166871.09306618996, 375593.0726127306 166871.4784928382, 375593.12923476927 166871.86020761717, 375593.2229987484 166872.2345344048, 375593.3530016697 166872.59786822955, 375593.5179915338 166872.94670998803, 375593.71637939825 166873.27770014343, 375593.94625467935 166873.58765107964, 375594.2054035526 166873.87357779965, 375594.49133027263 166874.1327266729, 375594.8012812088 166874.36260195405, 375595.1322713642 166874.56098981848, 375595.4811131227 166874.7259796826, 375595.84444694745 166874.85598260385, 375596.2187737351 166874.949746583, 375596.60048851406 166875.0063686217, 375596.9859151623 166875.02530341875, 375597.37134181056 166875.0063686217, 375597.7530565895 166874.949746583, 375598.12738337717 166874.85598260385, 375598.4907172019 166874.7259796826, 375598.8395589604 166874.56098981848, 375599.1705491158 166874.36260195405, 375599.480500052 166874.1327266729, 375599.766426772 166873.87357779965, 375600.02557564527 166873.58765107964, 375600.2554509264 166873.27770014343, 375600.4538387908 166872.94670998803, 375600.61882865493 166872.59786822955, 375600.7488315762 166872.2345344048, 375600.84259555535 166871.86020761717, 375600.899217594 166871.4784928382, 375600.9181523911 166871.09306618996))",0.127284429,1,0.029803995,1,0.539272106,0.418112814,0.723563264,0.340358883,0.679927485,132,156,99,178,46,0.54024691,131
188,674,6.895001299,13.7900026,"POLYGON ((376147.6908299726 166579.42821792574, 376147.6576286568 166578.75238961587, 376147.5583444561 166578.08306990206, 376147.3939335316 166577.42670469906, 376147.16597925045 166576.78961516256, 376146.8766769369 166576.17793681307, 376146.52881273057 166575.5975604475, 376146.12573675375 166575.05407540748, 376145.6713308485 166574.55271575105, 376145.1699711921 166574.0983098458, 376144.62648615206 166573.695233869, 376144.0461097865 166573.3473696626, 376143.434431437 166573.05806734913, 376142.7973419005 166572.830113068, 376142.1409766975 166572.6657021435, 376141.4716569837 166572.56641794278, 376140.7958286738 166572.53321662694, 376140.1200003639 166572.56641794278, 376139.45068065013 166572.6657021435, 376138.7943154471 166572.830113068, 376138.15722591063 166573.05806734913, 376137.54554756114 166573.3473696626, 376136.96517119557 166573.695233869, 376136.42168615555 166574.0983098458, 376135.92032649915 166574.55271575105, 376135.4659205939 166575.05407540748, 376135.06284461706 166575.5975604475, 376134.7149804107 166576.17793681307, 376134.4256780972 166576.78961516256, 376134.19772381603 166577.42670469906, 376134.03331289155 166578.08306990206, 376133.93402869086 166578.75238961587, 376133.900827375 166579.42821792574, 376133.93402869086 166580.10404623562, 376134.03331289155 166580.77336594943, 376134.19772381603 166581.42973115243, 376134.4256780972 166582.06682068892, 376134.7149804107 166582.67849903842, 376135.06284461706 166583.258875404, 376135.4659205939 166583.802360444, 376135.92032649915 166584.30372010043, 376136.42168615555 166584.75812600568, 376136.96517119557 166585.1612019825, 376137.54554756114 166585.50906618888, 376138.15722591063 166585.79836850235, 376138.7943154471 166586.0263227835, 376139.45068065013 166586.19073370798, 376140.1200003639 166586.2900179087, 376140.7958286738 166586.32321922455, 376141.4716569837 166586.2900179087, 376142.1409766975 166586.19073370798, 376142.7973419005 166586.0263227835, 376143.434431437 166585.79836850235, 376144.0461097865 166585.50906618888, 376144.62648615206 166585.1612019825, 376145.1699711921 166584.75812600568, 376145.6713308485 166584.30372010043, 376146.12573675375 166583.802360444, 376146.52881273057 166583.258875404, 376146.8766769369 166582.67849903842, 376147.16597925045 166582.06682068892, 376147.3939335316 166581.42973115243, 376147.5583444561 166580.77336594943, 376147.6576286568 166580.10404623562, 376147.6908299726 166579.42821792574))",0.739386642,1,0.178077364,1,0.729366001,0.746404925,0.837619601,0.53691601,0.824588933,25,15,14,100,10,0.734979094,20
189,687,3.356627187,6.713254374,"POLYGON ((377032.2650467966 166491.5678543043, 377032.24888371926 166491.23884730626, 377032.2005501464 166490.91300882548, 377032.12051155686 166490.5934768646, 377032.00953876594 166490.28332869115, 377031.86870050227 166489.98555120153, 377031.6993531154 166489.70301215575, 377031.50312751316 166489.4384325593, 377031.2819134554 166489.19436045832, 377031.03784135444 166488.97314640056, 377030.773261758 166488.77692079832, 377030.4907227122 166488.60757341143, 377030.1929452226 166488.46673514778, 377029.8827970491 166488.35576235686, 377029.56326508825 166488.27572376732, 377029.23742660746 166488.2273901945, 377028.9084196094 166488.2112271171, 377028.5794126114 166488.2273901945, 377028.2535741306 166488.27572376732, 377027.9340421697 166488.35576235686, 377027.62389399623 166488.46673514778, 377027.32611650665 166488.60757341143, 377027.04357746086 166488.77692079832, 377026.7789978644 166488.97314640056, 377026.53492576344 166489.19436045832, 377026.3137117057 166489.4384325593, 377026.11748610344 166489.70301215575, 377025.9481387166 166489.98555120153, 377025.8073004529 166490.28332869115, 377025.696327662 166490.5934768646, 377025.61628907244 166490.91300882548, 377025.5679554996 166491.23884730626, 377025.55179242225 166491.5678543043, 377025.5679554996 166491.89686130235, 377025.61628907244 166492.22269978313, 377025.696327662 166492.542231744, 377025.8073004529 166492.85237991746, 377025.9481387166 166493.15015740707, 377026.11748610344 166493.43269645286, 377026.3137117057 166493.6972760493, 377026.53492576344 166493.94134815029, 377026.7789978644 166494.16256220805, 377027.04357746086 166494.35878781028, 377027.32611650665 166494.52813519718, 377027.62389399623 166494.66897346082, 377027.9340421697 166494.77994625174, 377028.2535741306 166494.85998484129, 377028.5794126114 166494.90831841412, 377028.9084196094 166494.9244814915, 377029.23742660746 166494.90831841412, 377029.56326508825 166494.85998484129, 377029.8827970491 166494.77994625174, 377030.1929452226 166494.66897346082, 377030.4907227122 166494.52813519718, 377030.773261758 166494.35878781028, 377031.03784135444 166494.16256220805, 377031.2819134554 166493.94134815029, 377031.50312751316 166493.6972760493, 377031.6993531154 166493.43269645286, 377031.86870050227 166493.15015740707, 377032.00953876594 166492.85237991746, 377032.12051155686 166492.542231744, 377032.2005501464 166492.22269978313, 377032.24888371926 166491.89686130235, 377032.2650467966 166491.5678543043))",0.301616793,1,0.010411369,0.5,0.453007041,0.427370102,0.496804224,0.290529043,0.636885064,181,150,165,204,66,0.460919095,177
190,694,11.95271052,23.90542104,"POLYGON ((375748.0389923694 165841.6949647829, 375747.9814368012 165840.52339427845, 375747.8093243883 165839.36310663843, 375747.52431266726 165838.22527606704, 375747.1291464568 165837.12086049473, 375746.6276314235 165836.06049604714, 375746.02459743124 165835.05439461363, 375745.32585202716 165834.11224550093, 375744.53812451137 165833.24312212007, 375743.6690011305 165832.45539460427, 375742.7268520178 165831.7566492002, 375741.72075058427 165831.153615208, 375740.66038613673 165830.6521001747, 375739.55597056437 165830.2569339642, 375738.41813999304 165829.97192224316, 375737.257852353 165829.79980983023, 375736.08628184855 165829.7422542621, 375734.9147113441 165829.79980983023, 375733.75442370406 165829.97192224316, 375732.6165931327 165830.2569339642, 375731.51217756036 165830.6521001747, 375730.4518131128 165831.153615208, 375729.4457116793 165831.7566492002, 375728.5035625666 165832.45539460427, 375727.6344391857 165833.24312212007, 375726.84671166993 165834.11224550093, 375726.14796626585 165835.05439461363, 375725.5449322736 165836.06049604714, 375725.0434172403 165837.12086049473, 375724.64825102984 165838.22527606704, 375724.3632393088 165839.36310663843, 375724.1911268959 165840.52339427845, 375724.1335713277 165841.6949647829, 375724.1911268959 165842.86653528732, 375724.3632393088 165844.02682292735, 375724.64825102984 165845.16465349874, 375725.0434172403 165846.26906907104, 375725.5449322736 165847.32943351864, 375726.14796626585 165848.33553495214, 375726.84671166993 165849.27768406484, 375727.6344391857 165850.1468074457, 375728.5035625666 165850.9345349615, 375729.4457116793 165851.63328036558, 375730.4518131128 165852.23631435778, 375731.51217756036 165852.7378293911, 375732.6165931327 165853.13299560157, 375733.75442370406 165853.41800732262, 375734.9147113441 165853.59011973554, 375736.08628184855 165853.64767530368, 375737.257852353 165853.59011973554, 375738.41813999304 165853.41800732262, 375739.55597056437 165853.13299560157, 375740.66038613673 165852.7378293911, 375741.72075058427 165852.23631435778, 375742.7268520178 165851.63328036558, 375743.6690011305 165850.9345349615, 375744.53812451137 165850.1468074457, 375745.32585202716 165849.27768406484, 375746.02459743124 165848.33553495214, 375746.6276314235 165847.32943351864, 375747.1291464568 165846.26906907104, 375747.52431266726 165845.16465349874, 375747.8093243883 165844.02682292735, 375747.9814368012 165842.86653528732, 375748.0389923694 165841.6949647829))",0.176271852,1,0.618693982,0.3,0.523741458,0.425940023,0.469244875,0.539601361,0.673058468,142,151,179,98,48,0.526317237,142
191,696,3.030993097,6.061986194,"POLYGON ((376074.912183002 166587.9087247944, 376074.8975879418 166587.61163551864, 376074.8539433195 166587.31740737503, 376074.78166945686 166587.02887394142, 376074.68146239046 166586.7488139525, 376074.5542871693 166586.47992453905, 376074.4013685602 166586.2247952531, 376074.22417925304 166585.9858831292, 376074.02442567755 166585.76548902164, 376073.80403157003 166585.5657354462, 376073.5651194461 166585.388546139, 376073.30999016017 166585.23562752988, 376073.0411007467 166585.10845230872, 376072.7610407578 166585.00824524238, 376072.4725073242 166584.93597137966, 376072.17827918055 166584.89232675743, 376071.8811899048 166584.8777316972, 376071.5841006291 166584.89232675743, 376071.28987248545 166584.93597137966, 376071.0013390518 166585.00824524238, 376070.7212790629 166585.10845230872, 376070.45238964946 166585.23562752988, 376070.19726036355 166585.388546139, 376069.9583482396 166585.5657354462, 376069.7379541321 166585.76548902164, 376069.5382005566 166585.9858831292, 376069.3610112494 166586.2247952531, 376069.2080926403 166586.47992453905, 376069.08091741917 166586.7488139525, 376068.9807103528 166587.02887394142, 376068.9084364901 166587.31740737503, 376068.86479186785 166587.61163551864, 376068.85019680765 166587.9087247944, 376068.86479186785 166588.20581407016, 376068.9084364901 166588.50004221377, 376068.9807103528 166588.78857564737, 376069.08091741917 166589.0686356363, 376069.2080926403 166589.33752504975, 376069.3610112494 166589.5926543357, 376069.5382005566 166589.8315664596, 376069.7379541321 166590.05196056716, 376069.9583482396 166590.2517141426, 376070.19726036355 166590.4289034498, 376070.45238964946 166590.5818220589, 376070.7212790629 166590.70899728007, 376071.0013390518 166590.8092043464, 376071.28987248545 166590.88147820914, 376071.5841006291 166590.92512283137, 376071.8811899048 166590.9397178916, 376072.17827918055 166590.92512283137, 376072.4725073242 166590.88147820914, 376072.7610407578 166590.8092043464, 376073.0411007467 166590.70899728007, 376073.30999016017 166590.5818220589, 376073.5651194461 166590.4289034498, 376073.80403157003 166590.2517141426, 376074.02442567755 166590.05196056716, 376074.22417925304 166589.8315664596, 376074.4013685602 166589.5926543357, 376074.5542871693 166589.33752504975, 376074.68146239046 166589.0686356363, 376074.78166945686 166588.78857564737, 376074.8539433195 166588.50004221377, 376074.8975879418 166588.20581407016, 376074.912183002 166587.9087247944))",0.679778148,1,0.000797077,1,0.670143806,0.690008635,0.802086284,0.436354168,0.786075191,43,23,34,126,16,0.676933617,40
192,705,3.451659182,6.903318365,"POLYGON ((375526.4357408643 166540.17068032981, 375526.41912018193 166539.83235856736, 375526.369418201 166539.49729502847, 375526.28711357876 166539.1687165581, 375526.1729989537 166538.84978754658, 375526.02817331214 166538.54357945465, 375525.85403140413 166538.25304123363, 375525.6522503114 166537.98097092536, 375525.42477329617 166537.7299887157, 375525.1737910865 166537.5025117005, 375524.90172077826 166537.30073060773, 375524.6111825572 166537.1265886997, 375524.3049744653 166536.98176305814, 375523.98604545376 166536.8676484331, 375523.6574669834 166536.7853438109, 375523.3224034445 166536.73564182996, 375522.98408168205 166536.71902114755, 375522.6457599196 166536.73564182996, 375522.3106963807 166536.7853438109, 375521.98211791035 166536.8676484331, 375521.6631888988 166536.98176305814, 375521.3569808069 166537.1265886997, 375521.06644258584 166537.30073060773, 375520.7943722776 166537.5025117005, 375520.54339006793 166537.7299887157, 375520.3159130527 166537.98097092536, 375520.11413195997 166538.25304123363, 375519.93999005196 166538.54357945465, 375519.7951644104 166538.84978754658, 375519.68104978534 166539.1687165581, 375519.5987451631 166539.49729502847, 375519.54904318217 166539.83235856736, 375519.5324224998 166540.17068032981, 375519.54904318217 166540.50900209227, 375519.5987451631 166540.84406563116, 375519.68104978534 166541.17264410152, 375519.7951644104 166541.49157311305, 375519.93999005196 166541.79778120498, 375520.11413195997 166542.088319426, 375520.3159130527 166542.36038973427, 375520.54339006793 166542.61137194393, 375520.7943722776 166542.83884895913, 375521.06644258584 166543.0406300519, 375521.3569808069 166543.21477195993, 375521.6631888988 166543.3595976015, 375521.98211791035 166543.47371222652, 375522.3106963807 166543.55601684874, 375522.6457599196 166543.60571882967, 375522.98408168205 166543.62233951208, 375523.3224034445 166543.60571882967, 375523.6574669834 166543.55601684874, 375523.98604545376 166543.47371222652, 375524.3049744653 166543.3595976015, 375524.6111825572 166543.21477195993, 375524.90172077826 166543.0406300519, 375525.1737910865 166542.83884895913, 375525.42477329617 166542.61137194393, 375525.6522503114 166542.36038973427, 375525.85403140413 166542.088319426, 375526.02817331214 166541.79778120498, 375526.1729989537 166541.49157311305, 375526.28711357876 166541.17264410152, 375526.369418201 166540.84406563116, 375526.41912018193 166540.50900209227, 375526.4357408643 166540.17068032981))",0.176326944,1,0.013401954,1,0.547432224,0.440173765,0.728459335,0.341966366,0.687275682,129,142,96,176,44,0.549061474,128
193,712,3.064335756,6.128671513,"POLYGON ((377165.4045046257 166918.99236491034, 377165.3897490115 166918.6920074825, 377165.3456242734 166918.39454266088, 377165.27255535685 166918.10283519432, 377165.1712459554 166917.8196943852, 377165.042671734 166917.54784703426, 377164.88807093265 166917.28991118015, 377164.7089324416 166917.0483708861, 377164.5069814625 166916.8255523172, 377164.2841628936 166916.62360133807, 377164.0426225996 166916.44446284705, 377163.78468674544 166916.28986204573, 377163.5128393945 166916.1612878243, 377163.2296985854 166916.05997842285, 377162.9379911188 166915.98690950632, 377162.6405262972 166915.94278476824, 377162.34016886936 166915.928029154, 377162.0398114415 166915.94278476824, 377161.7423466199 166915.98690950632, 377161.4506391533 166916.05997842285, 377161.1674983442 166916.1612878243, 377160.8956509933 166916.28986204573, 377160.63771513914 166916.44446284705, 377160.3961748451 166916.62360133807, 377160.17335627624 166916.8255523172, 377159.9714052971 166917.0483708861, 377159.79226680606 166917.28991118015, 377159.6376660047 166917.54784703426, 377159.5090917833 166917.8196943852, 377159.40778238187 166918.10283519432, 377159.3347134653 166918.39454266088, 377159.2905887272 166918.6920074825, 377159.275833113 166918.99236491034, 377159.2905887272 166919.2927223382, 377159.3347134653 166919.5901871598, 377159.40778238187 166919.88189462636, 377159.5090917833 166920.1650354355, 377159.6376660047 166920.43688278642, 377159.79226680606 166920.69481864054, 377159.9714052971 166920.9363589346, 377160.17335627624 166921.1591775035, 377160.3961748451 166921.36112848262, 377160.63771513914 166921.54026697364, 377160.8956509933 166921.69486777496, 377161.1674983442 166921.82344199638, 377161.4506391533 166921.92475139783, 377161.7423466199 166921.99782031437, 377162.0398114415 166922.04194505245, 377162.34016886936 166922.0567006667, 377162.6405262972 166922.04194505245, 377162.9379911188 166921.99782031437, 377163.2296985854 166921.92475139783, 377163.5128393945 166921.82344199638, 377163.78468674544 166921.69486777496, 377164.0426225996 166921.54026697364, 377164.2841628936 166921.36112848262, 377164.5069814625 166921.1591775035, 377164.7089324416 166920.9363589346, 377164.88807093265 166920.69481864054, 377165.042671734 166920.43688278642, 377165.1712459554 166920.1650354355, 377165.27255535685 166919.88189462636, 377165.3456242734 166919.5901871598, 377165.3897490115 166919.2927223382, 377165.4045046257 166918.99236491034))",0.027386542,1,0.001736466,0.5,0.382280752,0.288953741,0.454368451,0.231345541,0.580737778,212,217,186,223,100,0.387537253,213
194,722,12.45536723,24.91073445,"POLYGON ((375733.57136130816 166736.74311942907, 375733.51138531056 166735.52227995175, 375733.3320349194 166734.313197826, 375733.03503737703 166733.1275171736, 375732.62325293216 166731.97665674743, 375732.10064729396 166730.87169996247, 375731.47225344053 166729.82328815662, 375730.7441231482 166728.8415181087, 375729.9232687097 166727.93584480096, 375729.0175954019 166727.1149903624, 375728.035825354 166726.38686007005, 375726.98741354817 166725.75846621665, 375725.8824567632 166725.23586057848, 375724.731596337 166724.82407613355, 375723.5459156846 166724.52707859117, 375722.33683355886 166724.34772820002, 375721.11599408154 166724.28775220245, 375719.8951546042 166724.34772820002, 375718.6860724785 166724.52707859117, 375717.5003918261 166724.82407613355, 375716.3495313999 166725.23586057848, 375715.2445746149 166725.75846621665, 375714.1961628091 166726.38686007005, 375713.2143927612 166727.1149903624, 375712.3087194534 166727.93584480096, 375711.4878650149 166728.8415181087, 375710.75973472255 166729.82328815662, 375710.1313408691 166730.87169996247, 375709.6087352309 166731.97665674743, 375709.19695078605 166733.1275171736, 375708.8999532437 166734.313197826, 375708.7206028525 166735.52227995175, 375708.6606268549 166736.74311942907, 375708.7206028525 166737.9639589064, 375708.8999532437 166739.17304103213, 375709.19695078605 166740.35872168455, 375709.6087352309 166741.5095821107, 375710.1313408691 166742.61453889566, 375710.75973472255 166743.66295070152, 375711.4878650149 166744.64472074943, 375712.3087194534 166745.55039405718, 375713.2143927612 166746.37124849574, 375714.1961628091 166747.0993787881, 375715.2445746149 166747.7277726415, 375716.3495313999 166748.25037827966, 375717.5003918261 166748.6621627246, 375718.6860724785 166748.95916026697, 375719.8951546042 166749.13851065811, 375721.11599408154 166749.1984866557, 375722.33683355886 166749.13851065811, 375723.5459156846 166748.95916026697, 375724.731596337 166748.6621627246, 375725.8824567632 166748.25037827966, 375726.98741354817 166747.7277726415, 375728.035825354 166747.0993787881, 375729.0175954019 166746.37124849574, 375729.9232687097 166745.55039405718, 375730.7441231482 166744.64472074943, 375731.47225344053 166743.66295070152, 375732.10064729396 166742.61453889566, 375732.62325293216 166741.5095821107, 375733.03503737703 166740.35872168455, 375733.3320349194 166739.17304103213, 375733.51138531056 166737.9639589064, 375733.57136130816 166736.74311942907))",0.302259659,1,0.675403171,1,0.744415708,0.602440305,0.846649425,0.698153518,0.811762408,16,59,10,65,15,0.740684273,13
195,723,15,30,"POLYGON ((375783.590077814 166711.34307556803, 375783.5178487141 166709.87281846307, 375783.30185702007 166708.4167207378, 375782.94418285 166706.9888054092, 375782.4482708017 166705.60282408257, 375781.8188967792 166704.27212451564, 375781.0621219985 166703.00952207274, 375780.1852346145 166701.82717630558, 375779.19667953183 166700.73647385024, 375778.10597707646 166699.7479187676, 375776.9236313093 166698.8710313835, 375775.6610288664 166698.1142566028, 375774.3303292995 166697.48488258035, 375772.9443479728 166696.98897053205, 375771.5164326443 166696.63129636197, 375770.06033491896 166696.41530466796, 375768.590077814 166696.34307556803, 375767.11982070905 166696.41530466796, 375765.66372298374 166696.63129636197, 375764.2358076552 166696.98897053205, 375762.8498263285 166697.48488258035, 375761.5191267616 166698.1142566028, 375760.2565243187 166698.8710313835, 375759.07417855156 166699.7479187676, 375757.9834760962 166700.73647385024, 375756.99492101354 166701.82717630558, 375756.1180336295 166703.00952207274, 375755.3612588488 166704.27212451564, 375754.7318848263 166705.60282408257, 375754.235972778 166706.9888054092, 375753.87829860795 166708.4167207378, 375753.66230691393 166709.87281846307, 375753.590077814 166711.34307556803, 375753.66230691393 166712.813332673, 375753.87829860795 166714.26943039827, 375754.235972778 166715.69734572686, 375754.7318848263 166717.0833270535, 375755.3612588488 166718.41402662042, 375756.1180336295 166719.67662906332, 375756.99492101354 166720.85897483048, 375757.9834760962 166721.94967728583, 375759.07417855156 166722.93823236847, 375760.2565243187 166723.81511975257, 375761.5191267616 166724.57189453326, 375762.8498263285 166725.2012685557, 375764.2358076552 166725.697180604, 375765.66372298374 166726.0548547741, 375767.11982070905 166726.2708464681, 375768.590077814 166726.34307556803, 375770.06033491896 166726.2708464681, 375771.5164326443 166726.0548547741, 375772.9443479728 166725.697180604, 375774.3303292995 166725.2012685557, 375775.6610288664 166724.57189453326, 375776.9236313093 166723.81511975257, 375778.10597707646 166722.93823236847, 375779.19667953183 166721.94967728583, 375780.1852346145 166720.85897483048, 375781.0621219985 166719.67662906332, 375781.8188967792 166718.41402662042, 375782.4482708017 166717.0833270535, 375782.94418285 166715.69734572686, 375783.30185702007 166714.26943039827, 375783.5178487141 166712.813332673, 375783.590077814 166711.34307556803))",0.356101467,1,0.998327493,1,0.83860724,0.677799858,0.903164344,0.87038404,0.870969417,6,25,5,4,5,0.83218498,6
196,739,4.823935419,9.647870838,"POLYGON ((376257.3363008247 166657.40955898375, 376257.31307225715 166656.93673062886, 376257.2436102583 166656.4684558695, 376257.12858378515 166656.0092444476, 376256.9691006055 166655.56351882018, 376256.7666966296 166655.13557156868, 376256.5233211183 166654.72952405908, 376256.241317911 166654.34928675083, 376255.92340285255 166653.9985215371, 376255.57263763883 166653.68060647868, 376255.1924003306 166653.39860327131, 376254.786352821 166653.1552277601, 376254.3584055695 166652.95282378417, 376253.91267994203 166652.79334060455, 376253.45346852014 166652.6783141314, 376252.9851937608 166652.60885213251, 376252.5123654059 166652.58562356496, 376252.03953705105 166652.60885213251, 376251.5712622917 166652.6783141314, 376251.1120508698 166652.79334060455, 376250.6663252423 166652.95282378417, 376250.23837799084 166653.1552277601, 376249.8323304812 166653.39860327131, 376249.452093173 166653.68060647868, 376249.1013279593 166653.9985215371, 376248.7834129008 166654.34928675083, 376248.5014096935 166654.72952405908, 376248.25803418225 166655.13557156868, 376248.0556302063 166655.56351882018, 376247.8961470267 166656.0092444476, 376247.78112055355 166656.4684558695, 376247.7116585547 166656.93673062886, 376247.6884299871 166657.40955898375, 376247.7116585547 166657.88238733864, 376247.78112055355 166658.350662098, 376247.8961470267 166658.8098735199, 376248.0556302063 166659.25559914732, 376248.25803418225 166659.68354639882, 376248.5014096935 166660.08959390843, 376248.7834129008 166660.46983121667, 376249.1013279593 166660.8205964304, 376249.452093173 166661.13851148883, 376249.8323304812 166661.4205146962, 376250.23837799084 166661.66389020742, 376250.6663252423 166661.86629418333, 376251.1120508698 166662.02577736296, 376251.5712622917 166662.1408038361, 376252.03953705105 166662.210265835, 376252.5123654059 166662.23349440255, 376252.9851937608 166662.210265835, 376253.45346852014 166662.1408038361, 376253.91267994203 166662.02577736296, 376254.3584055695 166661.86629418333, 376254.786352821 166661.66389020742, 376255.1924003306 166661.4205146962, 376255.57263763883 166661.13851148883, 376255.92340285255 166660.8205964304, 376256.241317911 166660.46983121667, 376256.5233211183 166660.08959390843, 376256.7666966296 166659.68354639882, 376256.9691006055 166659.25559914732, 376257.12858378515 166658.8098735199, 376257.2436102583 166658.350662098, 376257.31307225715 166657.88238733864, 376257.3363008247 166657.40955898375))",0.735607586,1,0.065893472,0.3,0.525375264,0.622687814,0.470225159,0.375068253,0.702005538,141,45,178,155,39,0.539072406,134
197,760,4.106208135,8.21241627,"POLYGON ((376375.9587685856 166012.5777422127, 376375.9389960711 166012.17526343372, 376375.87986894767 166011.77666074538, 376375.7819566419 166011.3857729095, 376375.64620210277 166011.0063643896, 376375.4739127207 166010.64208909715, 376375.26674773666 166010.29645520233, 376375.02670226264 166009.9727913485, 376374.75608806784 166009.6742145955, 376374.45751131483 166009.4036004007, 376374.13384746097 166009.1635549267, 376373.7882135662 166008.95638994264, 376373.42393827374 166008.78410056056, 376373.0445297538 166008.64834602142, 376372.6536419179 166008.55043371566, 376372.2550392296 166008.49130659224, 376371.8525604506 166008.47153407772, 376371.45008167165 166008.49130659224, 376371.0514789833 166008.55043371566, 376370.66059114743 166008.64834602142, 376370.2811826275 166008.78410056056, 376369.91690733505 166008.95638994264, 376369.57127344026 166009.1635549267, 376369.2476095864 166009.4036004007, 376368.9490328334 166009.6742145955, 376368.6784186386 166009.9727913485, 376368.43837316456 166010.29645520233, 376368.23120818054 166010.64208909715, 376368.05891879846 166011.0063643896, 376367.92316425935 166011.3857729095, 376367.82525195356 166011.77666074538, 376367.7661248301 166012.17526343372, 376367.74635231565 166012.5777422127, 376367.7661248301 166012.9802209917, 376367.82525195356 166013.37882368005, 376367.92316425935 166013.76971151592, 376368.05891879846 166014.1491200358, 376368.23120818054 166014.51339532828, 376368.43837316456 166014.8590292231, 376368.6784186386 166015.18269307693, 376368.9490328334 166015.48126982994, 376369.2476095864 166015.75188402474, 376369.57127344026 166015.99192949873, 376369.91690733505 166016.19909448278, 376370.2811826275 166016.37138386487, 376370.66059114743 166016.507138404, 376371.0514789833 166016.60505070977, 376371.45008167165 166016.66417783318, 376371.8525604506 166016.6839503477, 376372.2550392296 166016.66417783318, 376372.6536419179 166016.60505070977, 376373.0445297538 166016.507138404, 376373.42393827374 166016.37138386487, 376373.7882135662 166016.19909448278, 376374.13384746097 166015.99192949873, 376374.45751131483 166015.75188402474, 376374.75608806784 166015.48126982994, 376375.02670226264 166015.18269307693, 376375.26674773666 166014.8590292231, 376375.4739127207 166014.51339532828, 376375.64620210277 166014.1491200358, 376375.7819566419 166013.76971151592, 376375.87986894767 166013.37882368005, 376375.9389960711 166012.9802209917, 376375.9587685856 166012.5777422127))",0.60446954,1,0.036267931,0.3,0.485184368,0.55267496,0.446110621,0.334027874,0.671334098,163,81,188,182,50,0.497866384,156
